longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,cluster_label,median_house_value
-0.3695042449885393,1.1180944027736164,-1.4015996991504929,-0.1236559088021894,-0.3310560536932631,-0.3350981282085818,-0.2943595306147599,-0.0265141843065049,0.0,1.0,0.0,0.0,0.0,5.0,139700.0
-1.2180264638905829,0.6545896989196002,-0.6070189133741593,1.4981175491491605,0.9994740478869644,1.051295292067892,1.0892963618973532,1.070246873301542,0.0,0.0,0.0,0.0,1.0,9.0,355300.0
1.2476792780953567,-1.4007493414027503,0.2670199509798075,1.1456178913864166,1.1640019636737668,0.6415586379224881,1.1625333467562176,0.1378210058380681,0.0,0.0,0.0,0.0,1.0,3.0,172800.0
0.7285833324141044,-0.8482891893343284,0.6643103438679743,-0.2973846087918903,-0.4526636436226388,-0.2918285246458129,-0.3728277286778287,0.2366747813318243,1.0,0.0,0.0,0.0,0.0,8.0,232800.0
0.6437311105238994,-0.717196949860465,1.538349208221941,-0.8391981269655747,-0.6934943609337553,-0.6997990725233485,-0.6919317341343085,-0.8046060423196624,1.0,0.0,0.0,0.0,0.0,8.0,200000.0
0.1895221580528081,-0.6469689644280391,-1.322141620572859,-1.1018539187705845,-1.191847033389432,-1.1890105087228175,-1.2150530545547673,0.1558231310877295,0.0,0.0,0.0,0.0,1.0,8.0,214600.0
0.7235920252440898,-0.8482891893343284,1.1410588153337744,-0.5004500813392188,-0.5981158590283626,-0.6397514594158324,-0.527148518201864,0.1404528954944514,1.0,0.0,0.0,0.0,0.0,8.0,226000.0
0.9282356192145876,-0.7406062783379425,-0.6864769919517926,-0.1626188098552886,-0.2213707765020616,0.1055453856245139,-0.0484925100171443,-0.6828021890222433,0.0,1.0,0.0,0.0,0.0,1.0,130500.0
0.5938180388237821,-0.8389254579433367,-0.2097285204859925,0.1069127880179148,0.0719181168570208,-0.2370792303419012,0.1005970663026863,1.140939429471997,1.0,0.0,0.0,0.0,0.0,8.0,355300.0
0.7735050969442142,-0.7921068009883884,-0.4481027562188925,0.9989340285982786,1.2975318663413165,1.5952560225712726,1.3508570221075826,-0.2014295708697387,1.0,0.0,0.0,0.0,0.0,8.0,191800.0
-1.3677656789909414,2.265151498169915,-0.2097285204859925,0.0399882756208269,0.0337667160948637,-0.0878432507070451,0.1241375257216069,-0.7954997041085762,0.0,1.0,0.0,0.0,0.0,4.0,66000.0
-0.1548780366780194,0.5703161164006885,-1.6399739348833928,-0.0255610755626222,-0.3930520799317684,-0.277699674502868,-0.2786658910021462,1.9103986894122176,0.0,1.0,0.0,0.0,0.0,2.0,256200.0
0.8284094758143461,-0.9231990404622518,-0.6070189133741593,-0.425274601660298,-0.0759185610963378,-0.2882963121100766,-0.1714260203159521,-0.3398669667955,1.0,0.0,0.0,0.0,0.0,1.0,193800.0
0.6087919603338188,-0.7265606812514567,1.8561815225324745,-0.4243578275178722,-0.4455102559797343,-0.6167920779335468,-0.3780589418820334,0.3751121772575861,1.0,0.0,0.0,0.0,0.0,8.0,333900.0
0.6736789535439726,-0.7499700097289308,1.299974972489041,-0.9542532818400205,-0.7697971624580694,-0.4746205233701632,-0.7363970463700475,-1.083375794723781,1.0,0.0,0.0,0.0,0.0,8.0,139600.0
-1.198061235210531,1.946784630876248,-1.004309306262326,-0.5421633048195955,-0.56711784590911,-0.4604916732272183,-0.5585357974270916,-0.1564242577455843,0.0,1.0,0.0,0.0,0.0,6.0,89600.0
0.2444265369229399,0.2144943235430615,-0.2891865990636258,-0.3464320254116739,-0.4717393440037173,-0.3730694129677464,-0.4826832059661251,-0.6005293183637016,0.0,1.0,0.0,0.0,0.0,2.0,103400.0
-1.3028786857807877,1.010411491777227,1.3794330510666744,-0.2414613861039127,-0.3572851417172461,-0.4445967168164052,-0.4460647135366929,0.0529162455231429,0.0,0.0,0.0,1.0,0.0,0.0,208100.0
-0.0999736578078876,0.5703161164006885,-1.6399739348833928,-0.511909758119542,-0.722107911505373,-0.6309209280764918,-0.6579288483069787,1.115410099805079,0.0,1.0,0.0,0.0,0.0,2.0,123600.0
-1.3627743718209269,1.0478664173411871,1.8561815225324745,0.2233431041059993,0.5058903005265574,0.2380033557146229,0.4824756302096212,-0.868455685383521,0.0,0.0,0.0,1.0,0.0,0.0,144800.0
0.7735050969442142,-0.8529710550298226,0.4259361081350742,0.3879040626714415,0.1839878565958572,0.7077876229675426,0.3700045463192226,0.6552505122830238,1.0,0.0,0.0,0.0,0.0,1.0,200900.0
0.9382182335546098,-0.960653966026212,-1.6399739348833928,0.1151637552997476,-0.4431257934320995,-0.220301220797154,-0.3885213682904425,3.4344207138375284,1.0,0.0,0.0,0.0,0.0,1.0,500001.0
0.7435572539241411,-0.8201979951613567,-0.1302704419083592,0.1967566539756493,0.4748922874073048,0.3660460601350615,0.5740218612832014,-0.1205252828325161,1.0,0.0,0.0,0.0,0.0,8.0,208100.0
-1.3028786857807877,0.8605917895213837,0.6643103438679743,0.0972866595224433,-0.4979684320277003,-0.5064104361917894,-0.4512959267408976,4.998658012212376,0.0,0.0,0.0,1.0,0.0,9.0,500001.0
-0.883608883499777,1.38027888172134,-0.9248512276846926,-0.47248846999523,-0.6648808103621374,-0.5982479621209317,-0.6213103558775467,0.6427227175186395,0.0,1.0,0.0,0.0,0.0,6.0,134100.0
1.1628270562051517,-1.1807016537144812,-1.481057777728126,0.3901959980275062,0.0194599408090548,-0.0136667874565841,0.1502935917426299,1.1385180909881245,0.0,0.0,0.0,0.0,1.0,3.0,240300.0
